PANTONE Uncoated
481	PANTONE 393 U	95.146	-9.393	52.957
482	PANTONE 394 U	92.477	-13.366	73.605
483	PANTONE 395 U	91.847	-14.742	76.259
484	PANTONE 396 U	87.704	-19.198	85.932
485	PANTONE 397 U	68.490	-12.236	63.546
486	PANTONE 398 U	61.234	-8.546	52.294
487	PANTONE 399 U	56.276	-6.117	41.441
488	PANTONE 3935 U	95.279	-8.359	56.030
489	PANTONE 3945 U	93.690	-8.893	74.102
490	PANTONE 3955 U	91.815	-9.325	84.552
491	PANTONE 3965 U	89.443	-10.355	89.346
492	PANTONE 3975 U	68.031	-4.838	59.974
493	PANTONE 3985 U	58.461	-3.222	42.213
494	PANTONE 3995 U	49.096	-2.469	27.263
495	PANTONE 400 U	78.230	1.721	2.322
496	PANTONE 401 U	72.987	1.949	1.904
497	PANTONE 402 U	64.993	2.020	1.645
498	PANTONE 403 U	59.790	2.066	1.872
499	PANTONE 404 U	54.704	2.061	1.983
500	PANTONE 405 U	46.876	1.946	2.134
501	PANTONE Black U	39.634	1.892	2.913
502	PANTONE 406 U	77.151	3.563	1.928
503	PANTONE 407 U	68.388	4.034	1.986
504	PANTONE 408 U	60.850	4.174	1.579
505	PANTONE 409 U	56.760	4.016	0.989
506	PANTONE 410 U	53.289	3.887	0.946
507	PANTONE 411 U	45.576	3.590	0.882
508	PANTONE 412 U	39.152	3.622	1.994
509	PANTONE 413 U	76.945	-0.498	2.893
510	PANTONE 414 U	69.652	-0.566	2.854
511	PANTONE 415 U	62.948	-0.588	2.155
512	PANTONE 416 U	58.531	-0.614	1.567
513	PANTONE 417 U	55.202	-0.414	1.439
514	PANTONE 418 U	49.089	-0.423	1.534
515	PANTONE 419 U	36.713	-0.186	1.580
516	PANTONE 420 U	81.169	0.184	-1.110
517	PANTONE 421 U	73.349	0.098	-1.836
518	PANTONE 422 U	67.420	0.065	-2.545
519	PANTONE 423 U	61.473	-0.063	-2.845
520	PANTONE 424 U	54.261	-0.048	-2.902
521	PANTONE 425 U	48.309	0.098	-2.924
522	PANTONE 426 U	38.178	0.916	-1.722
523	PANTONE 427 U	82.159	-0.298	-3.726
524	PANTONE 428 U	73.230	-0.928	-4.617
525	PANTONE 429 U	63.932	-1.090	-5.569
526	PANTONE 430 U	55.650	-1.306	-6.259
527	PANTONE 431 U	48.045	-1.116	-6.041
528	PANTONE 432 U	43.237	-0.570	-5.416
529	PANTONE 433 U	36.974	0.683	-4.584
530	PANTONE 434 U	82.381	4.150	-1.694
531	PANTONE 435 U	72.251	5.766	-1.507
532	PANTONE 436 U	64.370	6.186	-1.806
533	PANTONE 437 U	52.430	6.122	-1.635
534	PANTONE 438 U	45.363	5.755	-0.801
535	PANTONE 439 U	42.357	4.650	-0.154
536	PANTONE 440 U	40.953	3.460	0.684
537	PANTONE 441 U	80.072	-3.679	-2.039
538	PANTONE 442 U	72.449	-3.637	-3.181
539	PANTONE 443 U	65.150	-3.169	-3.679
540	PANTONE 444 U	55.800	-3.141	-3.770
541	PANTONE 445 U	47.494	-2.534	-3.603
542	PANTONE 446 U	44.532	-2.060	-2.198
543	PANTONE 447 U	41.329	-0.908	-0.338
544	PANTONE Warm Gray 1 U	90.614	1.514	0.177
545	PANTONE Warm Gray 2 U	85.261	2.015	1.321
546	PANTONE Warm Gray 3 U	77.591	2.421	2.201
547	PANTONE Warm Gray 4 U	72.391	2.623	2.362
548	PANTONE Warm Gray 5 U	67.586	2.716	2.194
549	PANTONE Warm Gray 6 U	63.615	2.677	1.642
